Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
4782,2015-06-26,The Algerian,1300000,0,0
2000,2015-06-30,Viy,26000000,34246770,0
4606,2015-07-04,Lost River,2000000,45431,45431
4835,2015-07-04,Silent Running,1100000,0,0
5313,2015-07-07,Tiger Orange,100000,0,0
267,2015-07-08,Fantastic Four,120000000,167117548,56117548
2594,2015-07-08,Ricki and the Flash,18000000,41148679,26822144
3967,2015-07-08,The Gift,5000000,58978653,43787265
4583,2015-07-08,The Diary of a Teenage Girl,2000000,2279959,1477002
215,2015-07-17,Ant-Man,130000000,518602163,180202163
1519,2015-07-17,Trainwreck,35000000,140949327,110038130
5315,2015-07-17,Dawn of the Crescent Moon,75000,8799,8799
3490,2015-07-21,American Heist,10000000,0,0
414,2015-07-24,Pixels,90000000,244126300,78747585
1757,2015-07-24,Southpaw,30000000,94207861,52421953
3083,2015-07-24,The Vatican Tapes,13000000,14999638,1784763
3145,2015-07-24,Paper Towns,12000000,85512300,32000304
5093,2015-07-24,The Outrageous Sophie Tucker,500000,0,0
1698,2015-07-29,Vacation,31000000,100655892,58884188
147,2015-07-31,Mission: Impossible—Rogue Nation,150000000,700868363,195042377
1655,2015-07-31,The Young and Prodigious T.S. Spivet,33000000,357687,176847
4903,2015-07-31,Beyond the Brick: A LEGO Brickumentary,1000000,101531,101531
5333,2015-07-31,Counting,50000,8374,8374
1558,2015-08-05,Hot Pursuit,35000000,45680201,34580201
3283,2015-08-05,La famille Bélier,11000000,74056184,0
3556,2015-08-05,Skin Trade,9000000,1242,1242
4134,2015-08-05,Maggie,4500000,597989,187112
4247,2015-08-09,Chain of Command,4000000,0,0
4755,2015-08-09,Checkmate,1500000,0,0
5182,2015-08-12,Amidst the Devil's Wings,300000,0,0
599,2015-08-14,The Man From U.N.C.L.E.,75000000,105445109,45445109
1883,2015-08-14,Straight Outta Compton,28000000,202043881,161058685
3088,2015-08-14,Brothers,13000000,17856688,656688
4431,2015-08-14,Amnesiac,3000000,0,0
3780,2015-08-18,Z Storm,7000000,2053330,0
5219,2015-08-18,The Love Letter,250000,0,0
1584,2015-08-21,Hitman: Agent 47,35000000,81967450,22467450
1918,2015-08-21,American Ultra,28000000,28208085,14439985
3347,2015-08-21,Sinister 2,10000000,54104225,27740955
4643,2015-08-21,The Curse of Downers Grove,2000000,0,0
5275,2015-08-21,Top Spin,150000,5858,5858
3976,2015-08-26,No Escape,5000000,42844516,27288872
4144,2015-08-28,Zipper,4500000,0,0
4332,2015-08-28,War Room,3000000,73975239,67790117
4572,2015-08-28,We Are Your Friends,2000000,10166209,3591417
4807,2015-08-28,Que Horas Ela Volta?,1200000,3048209,376976
4973,2015-08-28,Windsor Drive,850000,3256,3256
1128,2015-09-01,Taken 3,48000000,327656424,89256424
2339,2015-09-01,Selma,20000000,66776908,52076908
3696,2015-09-01,Black November,7500000,32572,0
4083,2015-09-01,Let's Kill Ward's Wife,5000000,0,0
4992,2015-09-01,Vessel,800000,0,0
169,2015-09-10,Pan,150000000,123888320,35088320
1816,2015-09-10,Steve Jobs,30000000,35579007,17766658
3221,2015-09-10,Trash,12000000,6553186,17484
5220,2015-09-10,Western Religion,250000,0,0
737,2015-09-18,Everest,65000000,221662676,43309450
770,2015-09-18,Maze Runner: The Scorch Trials,61000000,310697192,81697192
979,2015-09-18,Black Mass,53000000,98837872,62575678
1764,2015-09-18,Sicario,30000000,78571737,46889293
4575,2015-09-18,Captive,2000000,2791973,2583301
4812,2015-09-18,La navaja de Don Juan,1200000,4254,4254
490,2015-09-25,Hotel Transylvania 2,80000000,470751398,169700110
1307,2015-09-25,The Intern,40000000,197232734,75764672
4088,2015-09-25,Navy SEAL vs. Zombies,5000000,0,0
4858,2015-09-25,The Green Inferno,1000000,12931569,7192291
4745,2015-09-28,"Me, You and Five Bucks",1500000,2105,2105
4148,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0
5255,2015-09-29,Theresa Is a Mother,200000,0,0
5316,2015-09-29,Queen Crab,75000,0,0
5389,2015-09-29,Signed Sealed Delivered,5000,0,0
5390,2015-09-29,A Plague So Pleasant,1400,0,0
1610,2015-09-30,The Walk,35000000,61173364,10137502
4943,2015-10-02,Fear Clinic,1000000,0,0
5097,2015-10-02,Love in the Time of Monsters,500000,0,0
2158,2015-10-03,Red Sky,25000000,91116,0
3482,2015-10-03,Jungle Shuffle,10000000,314073,0
4105,2015-10-03,Treading Water,4700000,0,0
4944,2015-10-03,The Pet,1000000,0,0
5094,2015-10-03,Subconscious,500000,0,0
5179,2015-10-03,Teeth and Blood,300000,0,0
1635,2015-10-04,The Longest Ride,34000000,63802928,37446117
3057,2015-10-04,Ex Machina,13000000,38976797,25440971
4220,2015-10-04,Desert Dancer,4000000,324218,155271
4918,2015-10-04,The Sisterhood of Night,1000000,6870,6870
615,2015-10-07,Minions,74000000,1167245366,336045770
1415,2015-10-07,Baahubali: The Beginning,40000000,26736665,6738000
1994,2015-10-07,Self/Less,26000000,33713827,12279691
3470,2015-10-07,Strangerland,10000000,161097,17472
5295,2015-10-07,The Gallows,100000,41753881,22764410
5108,2015-10-11,The Little Ponderosa Zoo,500000,0,0
5256,2015-10-11,Perfect Cowboy,200000,0,0
5312,2015-10-11,The Night Visitor,100000,0,0
4505,2015-10-13,8 Days,2500000,0,0
883,2015-10-16,Goosebumps,58000000,158905324,80069458
953,2015-10-16,Crimson Peak,55000000,75466595,31090320
1311,2015-10-16,Bridge of Spies,40000000,162610473,72313754
2926,2015-10-16,Nie yin niang,15000000,6832542,632542
3065,2015-10-16,Room,13000000,36262783,14677674
4679,2015-10-20,Beginners Guide to Sex,1800000,0,0
5151,2015-10-20,Rotor DR1,350000,0,0
542,2015-10-23,The Last Witch Hunter,80000000,131234406,27367660
3002,2015-10-23,Suffragette,14000000,34044909,4702420
3362,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,78096553,18297124
4047,2015-10-23,Jem and the Holograms,5000000,2368937,2184640
4622,2015-10-23,Bone Tomahawk,2000000,481525,0
5174,2015-10-23,The Looking Glass,300000,1711,1711
4090,2015-10-27,Running Forever,5000000,0,0
4947,2015-10-27,The Horror Network,1000000,0,0
1656,2015-10-30,Freaks of Nature,33000000,0,0
1924,2015-10-30,Our Brand is Crisis,28000000,8592432,7002261
2434,2015-10-30,Burnt,20000000,32632668,13651946
2509,2015-10-30,Regression,20000000,14883495,55039
2914,2015-10-30,Scout's Guide to the Zombie Apocalypse,15000000,14947243,3703046
3230,2015-10-30,Dancin' It's On,12000000,0,0
5103,2015-11-08,Alleluia! The Devil's Carnival,500000,0,0
5285,2015-11-08,The Brain That Sings,125000,0,0
2578,2015-11-09,The Perfect Guy,18000000,60264805,57017904
3961,2015-11-09,The Visit,5000000,98595211,65112020
4036,2015-11-09,90 Minutes in Heaven,5000000,4816142,4816142
3223,2015-11-11,10 Days in a Madhouse,12000000,14616,14616
361,2015-11-12,In the Heart of the Sea,100000000,90420758,25020758
880,2015-11-12,The Ridiculous 6,60000000,0,0
1888,2015-11-12,The Big Short,28000000,133162752,70259870
4433,2015-11-12,Close Range,3000000,0,0
4927,2015-11-12,American Hero,1000000,26,0
2116,2015-11-13,The 33,25000000,28400715,12227722
2489,2015-11-13,My All-American,20000000,2246000,2246000
2500,2015-11-13,By the Sea,20000000,3727746,538460
2597,2015-11-13,Love the Coopers,18000000,42167286,26302731
3562,2015-11-13,Heist,8900000,3324184,50136
118,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,650523427,281723902
2051,2015-11-20,The Night Before,25000000,52427346,43035725
2143,2015-11-20,Legend,25000000,42642077,1872994
2404,2015-11-20,Secret in Their Eyes,20000000,30808558,20180155
3783,2015-11-20,Criminal Activities,7000000,103962,0
4754,2015-11-20,#Horror,1500000,0,0
5115,2015-11-20,Siakh lokhamim: ha'slilim ha'gnouzim,450000,42503,41260
65,2015-11-25,The Good Dinosaur,187500000,334342692,123087120
1417,2015-11-25,Victor Frankenstein,40000000,33175076,5775076
1478,2015-11-25,Creed,37000000,173567581,109767581
28,2015-12-06,Jurassic World,215000000,1671640593,652198010
3632,2015-12-06,Me and Earl and the Dying Girl,8000000,9266180,6758416
2,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000,2058662225,936662225
411,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,249520430,85886987
1724,2015-12-18,Sisters,30000000,106030660,87044645
4949,2015-12-22,Por amor en el caserio,1000000,0,0
5327,2015-12-22,The Brain That Wouldn't Die,60000,0,0
360,2015-12-25,Point Break,100000000,128131571,28782481
765,2015-12-25,The Hateful Eight,62000000,145443360,54117416
819,2015-12-25,Joy,60000000,101134059,56451232
1007,2015-12-25,Daddy’s Home,50000000,238757137,150357137
1559,2015-12-25,Concussion,35000000,50363790,34531832
3638,2015-12-30,Anomalisa,8000000,5531455,3759286
556,2015-12-31,"Don Gato, el inicio de la pandilla",80000000,4547660,0
1271,2015-12-31,Pourquoi j'ai pas mangé mon père,42000000,182156,0
1435,2015-12-31,The Crow,40000000,0,0
1861,2015-12-31,Bilal,30000000,141661,0
2942,2015-12-31,Chiamatemi Francesco - Il papa della gente,15000000,3454036,0
3231,2015-12-31,San cheng ji,12000000,0,0
3671,2015-12-31,Henry Joseph Church,8000000,0,0
3781,2015-12-31,ГЕРОЙ,7000000,1391410,0
4087,2015-12-31,Aztec Warrior,5000000,0,0
4244,2015-12-31,The Veil,4000000,0,0
4424,2015-12-31,AWOL-72,3000000,0,0
4432,2015-12-31,Unnatural,3000000,0,0
4452,2015-12-31,Sardaar Ji,2700000,8200000,0
4625,2015-12-31,"To Be Frank, Sinatra at 100",2000000,926,0
4644,2015-12-31,Wind Walkers,2000000,0,0
4659,2015-12-31,Vaalu,1900000,12444,0
4763,2015-12-31,One Shot,1400000,0,0
4925,2015-12-31,Karachi se Lahore,1000000,17721,0
5042,2015-12-31,Julija in alfa Romeo,560000,8462,0
5107,2015-12-31,Rodeo Girl,500000,0,0
5180,2015-12-31,Walking to Paris,300000,0,0
5218,2015-12-31,Shooting the Warwicks,250000,0,0
5221,2015-12-31,4-Nov,250000,0,0
5267,2015-12-31,Lumea e a mea,168000,29827,0
5279,2015-12-31,Escaping the Holocost,150000,0,0
5286,2015-12-31,Romantic Schemer,125000,0,0
5310,2015-12-31,Lunchtime Heroes,100000,0,0
4946,2016-01-03,1982,1000000,0,0
3986,2016-01-04,God’s Not Dead 2,5000000,23565072,20773069
4961,2016-01-04,Meet the Blacks,900000,9097072,9097072
77,2016-01-07,The Legend of Tarzan,180000000,349143061,126643061
191,2016-01-07,The BFG,140000000,154110769,55483770
3308,2016-01-07,The Purge: Election Year,10000000,118557124,79042440
3014,2016-01-11,Reign of Assassins,14000000,11354230,0
1045,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,52853219
1296,2016-01-15,Ride Along 2,40000000,124827316,90862685
2608,2016-01-15,Norm of the North,18000000,27392196,17062499
4522,2016-01-19,Eden,2300000,0,0
4541,2016-01-19,Sharkskin,2100000,0,0
905,2016-01-22,Zhuo yao ji,56000000,386096060,32766
1459,2016-01-22,The 5th Wave,38000000,110678636,34912982
1504,2016-01-22,Yip Man 3,36000000,156835197,2679437
3236,2016-01-22,Dirty Grandpa,11500000,99930262,35593113
3327,2016-01-22,The Boy,10000000,68220952,35819556
185,2016-01-29,Kung Fu Panda 3,140000000,518614384,143528619
674,2016-01-29,The Finest Hours,70000000,48197252,27569558
2145,2016-01-29,Jane Got a Gun,25000000,2976636,1513793
4014,2016-01-29,Fifty Shades of Black,5000000,20765353,11686940
4507,2016-02-02,The Rise of the Krays,2500000,0,0
2441,2016-02-09,The Light Between Oceans,20000000,19450780,12545979
3637,2016-02-09,Morgan,8000000,7315248,3915251
4076,2016-02-09,Yoga Hosers,5000000,2199,0
4506,2016-02-09,Antibirth,2500000,0,0
3528,2016-02-12,Jackie,9000000,25077411,13960394
772,2016-02-19,Mei Ren Yu,60720000,552198479,3229457
2359,2016-02-19,Risen,20000000,46164361,36880033
2653,2016-02-19,Forsaken,18000000,0,0
3991,2016-02-19,Race,5000000,22178125,19115191
4269,2016-02-19,The Witch,3500000,40454520,25138705
192,2016-02-26,Gods of Egypt,140000000,133553464,31153464
2212,2016-02-26,Eddie the Eagle,23000000,45121177,15789389
2440,2016-02-26,Triple 9,20000000,25943792,12639297
206,2016-03-06,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,82051601
2336,2016-03-06,Me Before You,20000000,205445075,56245075
2454,2016-03-06,Popstar: Never Stop Never Stopping,20000000,9537120,9496130
4291,2016-03-06,Time to Choose,3500000,29233,29233
5265,2016-03-06,The Fits,170000,169242,166425
4089,2016-03-15,The Hatching,5000000,0,0
3035,2016-03-16,Miracles from Heaven,13000000,73798720,61705123
300,2016-03-18,The Divergent Series: Allegiant,110000000,171484051,66184051
2634,2016-03-18,Midnight Special,18000000,6841142,3712282
12,2016-03-25,Batman v Superman: Dawn of Justice,250000000,868160194,330360194
2577,2016-03-25,My Big Fat Greek Wedding 2,18000000,91651878,59689605
3416,2016-03-30,Everybody Wants Some,10000000,5437126,3400278
136,2016-04-03,Zootopia,150000000,1019922983,341268248
811,2016-04-03,London Has Fallen,60000000,193857962,62524260
1582,2016-04-03,Whiskey Tango Foxtrot,35000000,24915969,23083334
5035,2016-04-03,They Will Have to Kill Us First,600000,7943,0
108,2016-04-11,Doctor Strange,165000000,677541920,232641920
244,2016-04-11,Trolls,125000000,344780046,153707064
1317,2016-04-11,Hacksaw Ridge,40000000,158701644,67209615
83,2016-04-15,The Jungle Book,175000000,963901123,364001123
1692,2016-04-15,Criminal,31500000,38771262,14708696
2337,2016-04-15,Barbershop: The Next Cut,20000000,54404202,54030051
2649,2016-04-15,I Am Wrath,18000000,6784,0
4042,2016-04-15,Green Room,5000000,3807503,3220371
278,2016-04-22,The Huntsman: Winter’s War,115000000,165149302,48003015
4384,2016-04-22,Compadres,3000000,7445044,3127773
4728,2016-04-22,Unsullied,1500000,510957,510957
2458,2016-04-29,Ratchet and Clank,20000000,11813410,8813410
2861,2016-04-29,Keanu,15000000,20609977,20591853
5007,2016-05-01,Adulterers,750000,0,0
878,2016-05-02,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503,709982
1920,2016-05-02,Pride and Prejudice and Zombies,28000000,16311335,10907291
2248,2016-05-02,"Hail, Caesar!",22000000,64171419,30080225
3285,2016-05-02,Misconduct,11000000,2124005,0
85,2016-05-08,Suicide Squad,175000000,746100054,325100054
3094,2016-05-08,Operation Chromite,12700000,49196532,1022720
1944,2016-05-13,Money Monster,27000000,93469699,41012075
4183,2016-05-13,The Darkness,4000000,10898293,10753574
619,2016-05-20,The Angry Birds Movie,73000000,352829528,107509366
1070,2016-05-20,The Nice Guys,50000000,57261763,36261763
1539,2016-05-20,Neighbors 2: Sorority Rising,35000000,108758521,55340730
5291,2016-05-24,Une Femme Mariée,120000,0,0
81,2016-05-27,X-Men: Apocalypse,178000000,542742489,155442489
106,2016-05-27,Alice Through the Looking Glass,170000000,277442381,77042381
11,2016-06-05,Captain America: Civil War,250000000,1151684349,408084349
3549,2016-06-05,Dheepan,9000000,7714549,248795
3672,2016-06-05,Code of Honor,8000000,0,0
3779,2016-06-12,Oddball,7000000,10237239,0
39,2016-06-17,Finding Dory,200000000,1022617376,486295561
1011,2016-06-17,Central Intelligence,50000000,217196811,127440871
113,2016-06-24,Independence Day: Resurgence,165000000,387644286,103144286
1095,2016-06-24,Free State of Jones,50000000,23152062,20810036
3039,2016-06-24,The Shallows,13000000,118888025,55121623
3691,2016-06-24,The Neon Demon,7500000,3559803,1333124
4373,2016-06-24,Swiss Army Man,3000000,5100863,4210454
4482,2016-06-24,Hunt for the Wilderpeople,2500000,23014021,5205471
2520,2016-06-30,Fight Valley,20000000,0,0
1174,2016-07-10,The Girl on the Train,45000000,170327930,75395035
3372,2016-07-10,The Birth of a Nation,10000000,16084310,15861566
3575,2016-07-10,Middle School: The Worst Years of My Life,8500000,23311425,20007149
1141,2016-07-13,The Infiltrator,47500000,18329653,15436808
179,2016-07-15,Ghostbusters,144000000,229034050,128350574
4008,2016-07-15,Hillary’s America: The Secret History of the Democratic Party,5000000,13099931,13099931
71,2016-07-22,Star Trek Beyond,185000000,336398312,158848340
316,2016-07-22,Ice Age: Collision Course,105000000,403841637,64063008
3960,2016-07-22,Lights Out,5000000,148868835,67268835
4372,2016-07-22,Don’t Think Twice,3000000,4417983,4417983
2354,2016-07-27,Nerve,20000000,61680792,38583626
256,2016-07-29,Jason Bourne,120000000,416197059,162192920
2317,2016-07-29,Bad Moms,20000000,181457297,113257297
201,2016-08-01,The Revenant,135000000,532950503,183637894
3348,2016-08-01,The Forest,10000000,40055439,26594261
4288,2016-08-01,The Masked Saint,3500000,182695,182695
1859,2016-08-03,Savva. Serdtse voyna,30000000,1769316,0
1866,2016-08-04,The Boss,29000000,78652395,63077560
4897,2016-08-04,The Invitation,1000000,354836,231738
572,2016-08-07,The Secret Life of Pets,75000000,875958307,368384330
1646,2016-08-07,Mike and Dave Need Wedding Dates,33000000,75909673,46009673
4645,2016-08-07,The Wrong Side of Right,2000000,0,0
380,2016-08-19,Ben-Hur,95000000,88725100,26410477
943,2016-08-19,Kubo and the Two Strings,55000000,74545591,48023088
1059,2016-08-19,War Dogs,50000000,83034523,43034523
2480,2016-08-26,Hands of Stone,20000000,4754517,4712792
3305,2016-08-26,Don’t Breathe,10000000,158185073,89217875
3542,2016-08-26,Greater,9000000,2000093,2000093
781,2016-09-09,Sully,60000000,238552082,125070033
3341,2016-09-09,When the Bough Breaks,10000000,30629507,29747603
3457,2016-09-09,Kicks,10000000,150191,150191
1187,2016-09-12,Office Christmas Party,45000000,91342494,54767494
2311,2016-09-12,La La Land,20000000,433574208,151101803
1093,2016-09-16,Snowden,50000000,34301950,21587519
1579,2016-09-16,Bridget Jones’s Baby,35000000,203555567,24139805
3356,2016-09-16,Blair Witch,10000000,37493221,20777061
410,2016-09-23,The Magnificent Seven,90000000,159762983,93427848
655,2016-09-23,Storks,70000000,174102281,72679278
3232,2016-09-23,The Dressmaker,11900000,24041617,2022115
127,2016-09-30,Deepwater Horizon,156000000,113611666,61433527
296,2016-09-30,Miss Peregrine’s Home for Peculiar Children,110000000,296642834,87242834
125,2016-10-06,Warcraft,160000000,433125655,47225655
421,2016-10-06,Now You See Me 2,90000000,328675540,65075540
1290,2016-10-06,The Conjuring 2: The Enfield Poltergeist,40000000,311270008,102470008
2709,2016-10-06,Genius,17000000,5653176,1361045
1301,2016-10-14,The Accountant,40000000,153060045,86260045
3353,2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043
4536,2016-10-16,Mi America,2100000,3330,3330
816,2016-10-21,Jack Reacher: Never Go Back,60000000,160038407,58697076
2326,2016-10-21,Tyler Perry’s Boo! A Madea Halloween,20000000,73206343,73206343
3517,2016-10-21,Ouija: Origin of Evil,9000000,81831866,35144505
4707,2016-10-21,Moonlight,1500000,55800987,27854931
4723,2016-10-21,I’m Not Ashamed,1500000,2082980,2082980
608,2016-10-28,Inferno,75000000,219572877,34355263
1615,2016-11-03,The Brothers Grimsby,35000000,28721408,6864016
2714,2016-11-03,The Young Messiah,16800000,7313697,6469813
3060,2016-11-03,Eye in the Sky,13000000,34916128,18704596
3959,2016-11-03,10 Cloverfield Lane,5000000,108286422,72082999
4021,2016-11-03,The Perfect Match,5000000,9669521,9669521
4906,2016-11-03,Creative Control,1000000,63014,63014
1143,2016-11-11,Arrival,47000000,203178872,100546139
1423,2016-11-11,Billy Lynn’s Long Halftime Walk,40000000,25863458,1738477
1433,2016-11-11,USS Indianapolis: Men of Courage,40000000,1079040,0
2680,2016-11-11,Almost Christmas,17000000,42141196,42065185
3401,2016-11-11,Shut In,10000000,8457974,6900335
74,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,803798342,234037575
2229,2016-11-18,Nocturnal Animals,22500000,30719170,10663357
2519,2016-11-18,The History of Love,20000000,0,0
